rastr,ra,decstr,dec,glat,glon,elat,elon,ra_reflink,sy_dist,sy_disterr1,sy_disterr2
19h31m29.61s,292.8733696,+42d57m58.17s,42.9661583,11.39306,75.61681,63.31797,309.30300,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,904.3260000,22.0875000,-22.0875000
19h31m29.61s,292.8733696,+42d57m58.17s,42.9661583,11.39306,75.61681,63.31797,309.30300,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,904.3260000,22.0875000,-22.0875000
19h31m29.61s,292.8733696,+42d57m58.17s,42.9661583,11.39306,75.61681,63.31797,309.30300,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,904.3260000,22.0875000,-22.0875000
19h31m29.61s,292.8733696,+42d57m58.17s,42.9661583,11.39306,75.61681,63.31797,309.30300,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,904.3260000,22.0875000,-22.0875000
19h31m29.61s,292.8733696,+42d57m58.17s,42.9661583,11.39306,75.61681,63.31797,309.30300,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,904.3260000,22.0875000,-22.0875000
19h24m04.84s,291.0201523,+39d13m14.19s,39.2206091,10.97902,71.56410,60.20270,304.00095,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1387.2000000,37.5500000,-35.6500000
19h02m28.17s,285.6173937,+39d22m46.09s,39.3794684,14.84472,69.92349,61.42773,295.79122,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,614.5710000,8.3970000,-8.1770000
19h29m06.26s,292.2760929,+39d33m00.41s,39.5501136,10.25746,72.30493,60.23072,306.06400,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,860.3910000,13.6150000,-13.2040000
18h58m19.82s,284.5825682,+39d13m12.63s,39.2201737,15.52074,69.44907,61.44577,294.08393,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1389.2700000,42.6500000,-40.2100000
19h21m54.58s,290.4774060,+39d43m55.19s,39.7319975,11.57965,71.84571,60.81261,303.48291,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1201.4000000,35.4200000,-35.4200000
19h39m04.76s,294.7698250,+39d23m54.27s,39.3984081,8.48096,73.07163,59.47832,309.60554,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,807.8500000,12.5660000,-12.1940000
19h39m04.76s,294.7698250,+39d23m54.27s,39.3984081,8.48096,73.07163,59.47832,309.60554,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,807.8500000,12.5660000,-12.1940000
18h59m26.43s,284.8601128,+39d14m25.83s,39.2405076,15.33019,69.55449,61.42020,294.53236,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,779.5960000,9.0010000,-8.8010000
19h39m51.84s,294.9660027,+42d42m30.82s,42.7085608,9.91121,76.09952,62.53338,312.25561,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2046.6800000,168.5700000,-145.1600000
19h07m32.94s,286.8872555,+42d28m16.42s,42.4712271,15.17564,73.25742,64.19184,299.48317,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,575.3220000,6.5750000,-6.4300000
18h49m19.88s,282.3328312,+42d27m49.73s,42.4638125,18.29325,71.95093,64.96975,291.86447,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1073.7600000,26.5800000,-25.3500000
18h48m55.80s,282.2325197,+43d39m56.04s,43.6655662,18.77652,73.11400,66.16107,292.28566,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,400.4090000,5.1530000,-5.1530000
18h48m55.80s,282.2325197,+43d39m56.04s,43.6655662,18.77652,73.11400,66.16107,292.28566,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,400.4090000,5.1530000,-5.1530000
18h48m55.80s,282.2325197,+43d39m56.04s,43.6655662,18.77652,73.11400,66.16107,292.28566,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,400.4090000,5.1530000,-5.1530000
19h40m13.02s,295.0542380,+42d45m24.59s,42.7568316,9.87661,76.17365,62.55468,312.42468,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1122.0000000,323.7140000,-153.1660000
19h39m56.53s,294.9855607,+42d43m39.85s,42.7277355,9.90750,76.12355,62.54600,312.29978,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,593.5400000,5.5105000,-5.5105000
19h43m42.27s,295.9261101,+45d23m01.93s,45.3838690,10.55971,78.82861,64.73623,316.01412,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1688.1200000,102.2700000,-91.4100000
19h21m55.18s,290.4799052,+45d36m02.09s,45.6005798,14.07649,77.29320,66.38231,307.66345,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,467.3700000,5.9210000,-5.7760000
19h08m13.07s,287.0544674,+45d10m49.21s,45.1803351,16.11418,75.89955,66.75870,301.59319,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,633.9370000,17.0910000,-16.2300000
18h54m17.81s,283.5742181,+45d44m05.28s,45.7348003,18.58969,75.51099,67.95808,295.88206,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2406.3300000,273.9000000,-224.7100000
19h09m48.66s,287.4527659,+45d42m15.83s,45.7043964,16.05709,76.51480,67.17410,302.67811,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,980.0350000,21.4550000,-20.5750000
19h00m59.22s,285.2467607,+45d57m00.40s,45.9501100,17.57513,76.15481,67.85909,299.02188,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,901.9070000,18.3620000,-17.6570000
19h01m44.51s,285.4354695,+45d58m33.45s,45.9759590,17.46217,76.22980,67.84729,299.37515,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1104.0400000,27.2800000,-26.0300000
19h24m17.92s,291.0746840,+45d14m33.16s,45.2425440,13.54734,77.13885,65.90113,308.32194,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,944.5610000,13.7235000,-13.7235000
19h53m00.48s,298.2520208,+40d29m45.90s,40.4960842,6.68858,75.35385,59.57181,315.29512,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1023.9000000,,
19h53m00.48s,298.2520208,+40d29m45.90s,40.4960842,6.68858,75.35385,59.57181,315.29512,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1023.9000000,,
19h53m00.48s,298.2520208,+40d29m45.90s,40.4960842,6.68858,75.35385,59.57181,315.29512,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1023.9000000,,
19h53m00.48s,298.2520208,+40d29m45.90s,40.4960842,6.68858,75.35385,59.57181,315.29512,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1023.9000000,,
19h53m00.48s,298.2520208,+40d29m45.90s,40.4960842,6.68858,75.35385,59.57181,315.29512,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1023.9000000,,
18h57m00.33s,284.2513637,+48d48m34.55s,48.8095962,19.20216,78.73264,70.79157,299.52256,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,998.9610000,37.7790000,-35.1670000
19h29m18.86s,292.3285976,+49d39m12.66s,49.6535171,14.63931,81.63101,69.63058,314.96235,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,532.7260000,8.3780000,-8.1270000
19h45m17.27s,296.3219786,+48d58m17.17s,48.9714373,12.00369,82.18878,67.84603,320.52299,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1165.6600000,48.6400000,-44.9500000
19h11m25.88s,287.8578541,+48d46m26.27s,48.7739646,16.96872,79.58545,69.97944,306.17888,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,431.7760000,9.0135000,-9.0135000
19h23m49.83s,290.9576363,+49d12m13.41s,49.2037262,15.26491,80.82529,69.59821,312.09663,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,431.0510000,3.2750000,-3.2750000
19h08m13.70s,287.0570731,+49d02m45.64s,49.0460112,17.55834,79.64610,70.41945,305.00762,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1127.1200000,39.4700000,-36.9300000
18h54m01.16s,283.5048144,+49d27m03.37s,49.4509371,19.87459,79.20453,71.54865,298.66397,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,513.1030000,5.3390000,-5.2320000
19h33m09.19s,293.2882949,+48d48m41.80s,48.8116114,13.71305,81.12202,68.60044,315.52566,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1378.4700000,29.2650000,-29.2650000
19h23m24.43s,290.8517961,+48d31m16.77s,48.5213243,15.05008,80.15038,69.00121,311.13699,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,822.1340000,16.3330000,-15.7190000
19h23m53.63s,290.9734395,+45d17m24.99s,45.2902761,13.63209,77.15239,65.97078,308.19533,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,765.0250000,13.6830000,-13.2190000
19h23m53.63s,290.9734395,+45d17m24.99s,45.2902761,13.63209,77.15239,65.97078,308.19533,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,765.0250000,13.6830000,-13.2190000
19h23m53.63s,290.9734395,+45d17m24.99s,45.2902761,13.63209,77.15239,65.97078,308.19533,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,765.0250000,13.6830000,-13.2190000
19h23m53.63s,290.9734395,+45d17m24.99s,45.2902761,13.63209,77.15239,65.97078,308.19533,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,765.0250000,13.6830000,-13.2190000
19h32m20.27s,293.0844515,+48d34m31.31s,48.5753645,13.73198,80.84283,68.44446,314.91747,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1661.2800000,93.1000000,-83.8900000
19h38m43.25s,294.6802199,+49d08m24.40s,49.1401106,13.03779,81.83905,68.49120,318.16343,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,839.2550000,17.6550000,-16.9540000
19h49m33.98s,297.3915863,+48d33m38.48s,48.5606875,11.18828,82.15889,67.15234,321.64560,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1619.0300000,50.6100000,-50.6100000
18h55m44.83s,283.9367810,+49d06m36.99s,49.1102748,19.49697,78.96035,71.14003,299.19163,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,568.6760000,7.0760000,-6.9070000
19h40m22.79s,295.0949565,+43d32m15.23s,43.5375650,10.21625,76.88822,63.26894,313.11627,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1506.5800000,58.7200000,-54.5400000
19h18m24.92s,289.6038379,+46d18m53.67s,46.3149097,14.92486,77.70822,67.26337,306.83652,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1351.1700000,56.4600000,-52.1900000
19h38m31.78s,294.6323978,+43d24m01.63s,43.4004526,10.44943,76.60594,63.26647,312.31401,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,983.5020000,23.9880000,-22.8890000
19h15m23.73s,288.8488552,+51d12m32.54s,51.2090375,17.29145,82.19755,71.98127,310.86414,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,298.5320000,1.9720000,-1.9470000
19h06m58.04s,286.7418337,+43d11m24.43s,43.1901197,15.55426,73.90076,64.91304,299.69214,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,839.9030000,28.3330000,-26.5730000
19h42m18.54s,295.5772681,+46d15m16.93s,46.2547028,11.18255,79.49597,65.62991,316.34078,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1056.3600000,26.9550000,-26.9550000
19h29m24.95s,292.3539624,+46d13m34.49s,46.2262465,13.16131,78.44535,66.49140,311.27122,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,850.3270000,22.9325000,-22.9325000
19h51m07.02s,297.7792466,+46d29m33.61s,46.4926688,9.96035,80.44530,65.19278,319.88448,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1039.0300000,54.7700000,-49.6240000
19h50m39.47s,297.6644677,+43d14m56.37s,43.2489903,8.44029,77.54123,62.28150,316.64178,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1499.6600000,81.5000000,-73.6400000
19h00m13.70s,285.0570943,+46d19m14.19s,46.3206074,17.83069,76.46837,68.25153,298.95603,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022.9000000,153.4000000,-133.6500000
19h00m13.70s,285.0570943,+46d19m14.19s,46.3206074,17.83069,76.46837,68.25153,298.95603,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022.9000000,153.4000000,-133.6500000
19h50m53.81s,297.7242257,+43d31m38.21s,43.5272796,8.53980,77.80764,62.51934,316.96356,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,586.1370000,7.9040000,-7.7000000
19h50m53.81s,297.7242257,+43d31m38.21s,43.5272796,8.53980,77.80764,62.51934,316.96356,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,586.1370000,7.9040000,-7.7000000
19h20m29.33s,290.1222112,+43d05m07.47s,43.0854070,13.25619,74.83213,64.09233,305.10329,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,646.6670000,16.1090000,-15.3580000
19h09m08.46s,287.2852554,+51d14m59.82s,51.2499499,18.21762,81.86131,72.41376,307.99131,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1195.5400000,113.1300000,-113.1300000
18h49m27.25s,282.3635315,+46d40m30.86s,46.6752384,19.69439,76.15143,69.07437,294.28869,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1593.1300000,104.0900000,-92.3000000
19h17m41.90s,289.4245955,+50d59m38.83s,50.9941198,16.87545,82.13273,71.63499,311.63267,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,939.4550000,19.2900000,-18.5430000
19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146,10.10838,80.91089,65.57354,320.59311,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1232.9000000,27.0200000,-27.0200000
19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146,10.10838,80.91089,65.57354,320.59311,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1232.9000000,27.0200000,-27.0200000
19h41m36.61s,295.4025625,+50d28m42.96s,50.4785992,13.22301,83.28194,69.45418,321.06268,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1259.4600000,42.8650000,-42.8650000
19h38m06.50s,294.5270634,+43d22m05.27s,43.3681317,10.50230,76.54074,63.26457,312.12934,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1976.0500000,146.0900000,-127.6000000
19h41m40.19s,295.4174725,+43d36m20.20s,43.6056117,10.04186,77.06067,63.24383,313.65808,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,879.6830000,23.8170000,-22.6140000
19h45m36.75s,296.4031319,+51d16m16.60s,51.2712773,13.02195,84.30180,69.82548,323.77313,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1182.2200000,33.8200000,-32.0200000
19h39m49.64s,294.9568477,+43d00m51.48s,43.0142991,10.06030,76.37063,62.82039,312.48561,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1082.1600000,25.9300000,-24.7700000
19h49m12.30s,297.3012497,+43d08m30.59s,43.1418313,8.61818,77.31523,62.28755,316.02772,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1242.6200000,54.5900000,-50.2500000
18h53m54.76s,283.4781717,+43d23m01.40s,43.3837235,17.83172,73.16696,65.69000,294.29731,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,820.9130000,21.7810000,-20.7020000
19h19m26.18s,289.8591023,+46d31m21.87s,46.5227429,14.84816,77.97859,67.39686,307.45625,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,602.1760000,,
19h01m11.10s,285.2962562,+46d36m12.42s,46.6034497,17.77788,76.80766,68.47632,299.60519,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,791.6250000,37.2280000,-34.0820000
19h43m13.57s,295.8065515,+50d54m35.11s,50.9097521,13.19003,83.79582,69.70329,322.30977,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,802.6720000,10.9420000,-10.6560000
19h24m35.54s,291.1481028,+40d40m09.89s,40.6694130,11.52808,72.93478,61.55856,305.06572,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,376.8630000,2.0100000,-1.9910000
18h47m53.10s,281.9712347,+43d40m22.02s,43.6727839,18.95671,73.05327,66.20717,291.82752,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,601.3240000,8.2990000,-8.0790010
18h47m53.10s,281.9712347,+43d40m22.02s,43.6727839,18.95671,73.05327,66.20717,291.82752,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,601.3240000,8.2990000,-8.0790010
19h15m58.21s,288.9925529,+46d40m14.34s,46.6706513,15.45290,77.87146,67.74204,306.12688,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1375.1800000,50.2600000,-50.2600000
19h38m36.01s,294.6500256,+43d20m08.20s,43.3356106,10.40800,76.55358,63.20147,312.28744,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,504.6050000,4.1500000,-4.0840000
19h05m44.09s,286.4337260,+50d18m00.82s,50.3002266,18.38460,80.72494,71.73527,305.21164,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,627.4550000,7.0960000,-6.9410000
19h30m20.26s,292.5844328,+49d55m23.52s,49.9232012,14.60315,81.95569,69.80059,315.73155,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,476.7330000,,
19h14m38.78s,288.6615682,+49d44m13.75s,49.7371538,16.84644,80.72461,70.67982,308.68681,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,651.3180000,8.8630000,-8.6320000
19h05m05.21s,286.2717162,+43d35m42.73s,43.5952037,16.02543,74.15272,65.39508,299.16838,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,711.2970000,7.1515000,-7.1515000
19h20m21.79s,290.0907893,+39d49m00.87s,39.8169085,11.88425,71.79245,60.97828,302.94657,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,886.5880000,12.5150000,-12.1770000
19h20m21.79s,290.0907893,+39d49m00.87s,39.8169085,11.88425,71.79245,60.97828,302.94657,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,886.5880000,12.5150000,-12.1770000
19h42m05.11s,295.5212866,+49d44m19.25s,49.7386804,12.81989,82.64032,68.76843,320.25450,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,420.8170000,3.2210000,-3.1720000
19h25m52.19s,291.4674540,+50d45m34.41s,50.7595597,15.59852,82.43803,70.86628,314.93440,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,598.3130000,7.6750000,-7.4860000
19h13m44.57s,288.4357180,+43d45m48.50s,43.7634712,14.65155,74.94922,65.11286,302.86825,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1712.1200000,69.0000000,-63.9400000
19h24m20.10s,291.0837644,+40d21m18.81s,40.3552252,11.43428,72.62475,61.27345,304.77536,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2340.5800000,184.7300000,-160.0700000
18h52m31.11s,283.1296399,+43d53m17.15s,43.8880983,18.24539,73.57004,66.23816,293.97214,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,570.7270000,11.4320000,-10.9990000
18h59m51.13s,284.9630591,+43d54m46.90s,43.9130282,17.02092,74.09094,65.94767,297.15310,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1285.5900000,34.9500000,-33.1800000
19h14m56.17s,288.7340513,+46d56m21.71s,46.9393630,15.72150,78.05534,68.05505,305.92905,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1162.9100000,37.6550000,-37.6550000
19h17m09.77s,289.2906978,+51d24m32.38s,51.4089936,17.11103,82.50044,72.04640,311.95196,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,540.1340000,10.5480000,-10.1590000
